0 ,0 ,2,0,0,0,0 ,2,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
63,0 ,1,0,0,9,55,0,2,0 ,18,0,0,0,2,0,8,6,8 ,0,1
4 ,0 ,0,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
1 ,10,0,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,0,0,1 ,0,0
9 ,12,1,0,0,6,3 ,0,0,1 ,0 ,0,0,1,0,0,1,0,0 ,0,0
9 ,17,2,0,0,0,9 ,0,2,0 ,0 ,0,0,0,0,0,1,0,0 ,0,0
21,67,0,0,1,0,0 ,0,0,0 ,16,0,0,0,0,0,0,0,10,0,0
0 ,1 ,0,0,0,0,0 ,0,0,0 ,0 ,1,1,0,0,0,2,0,0 ,0,0
2 ,3 ,2,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
3 ,3 ,0,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,1,0,0 ,0,0
4 ,3 ,0,0,0,0,1 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
0 ,0 ,0,0,0,0,0 ,1,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
0 ,0 ,0,0,0,0,0 ,1,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
1 ,0 ,0,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
3 ,0 ,0,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
4 ,10,0,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
18,29,0,0,1,1,8 ,5,0,12,4 ,0,0,2,0,0,0,0,1 ,0,0
4 ,3 ,0,0,0,0,6 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
6 ,6 ,0,0,0,0,2 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
0 ,0 ,0,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
0 ,0 ,0,0,0,0,0 ,0,0,0 ,0 ,0,0,0,0,0,0,0,0 ,0,0
